text	label	cer	pol	tense
이런 식으로 성장한 중간관리자들은 임원이 됐을 때 그 진가를 발휘한다.	0	1	2	1
다행히 김정은 북한 노동당 위원장이 올해 신년사에서 ＇경제＇라는 단어를 ＇혁명＇과 ＇핵＇만큼이나 많이 언급했으니 경제협력 이슈에 북한이 귀를 기울일 분위기는 형성됐다고 봐야 한다.	1	1	0	1
`오키나와에 오오기미라는 장수 마을이 있는데, 이 마을 사람들은 유독 작은 그릇에 음식을 담아 먹는 습관이 있어요.`	2	1	2	1
＂홍** 교수님, 먼저 시청자 분들의 이해를 돕기 위해 협심증이란 어떤 질환인지 설명 좀 부탁드립니다.＂	2	1	2	1
타 지역으로 확산되는 속도도 빨라지고 있다.	0	1	2	1
회복탄력성은 요즘 미국에서 최고의 화두이다.	0	1	2	1
지난 10일 나는 엑스레이를 12개도 더 찍은 후에야 겨우 치과에서 탈출할 수 있었다.	1	1	2	0
검찰은 D업소 업주와 종업원 등을 상대로 한 조사와 계좌추적 등을 통해 금품수수 사실이 확인되는대로 해당 경찰관들을 차례로 소환조사할 방침이다.	3	1	0	1
인체는 창의력을 키우기 위해 과거의 기억을 잊도록 메커니즘이 작동하도록 되어있으니 참 신비롭다.	1	1	2	1
같은 기간 달러 대비 인도 루피화 절상률 1.3%, 대만 자취엔 절상률 1.1%와 대조적이다.	0	1	2	1
팔을 활짝 펴고 호탕하게 웃으면 온몸의 신진대사가 활발해져 통증을 억제해주고 염증을 낫게 한다.	0	1	2	1
어떤 음식에 대해 예민도가 높은 분들은 조금만 먹어도 탈이 나지만 어느 정도 약한 두드러기 성향을 가진 분들이 면역력이 떨어지면서 비로소 어떤 물질에 반응하여 두드러기 증상이 나타날 수 있습니다.	2	0	2	2
스카이워크는 발을 받쳐주는 투명한 막이 하나 있을 뿐, 하늘 위, 물 위의 허공을 자유롭게 걸어 다니는 듯한 기분을 충분을 느낄 수 있게 해준다.	0	1	2	1
＂네, 현재로서는 수술을 제외한 유일한 치료법은 양압기 밖에 없습니다.＂	2	1	2	1
실제로 통계청에 따르면 경기 버팀목 역할을 했던 수출은 지난 12월 17%가 줄며 2개월째 감소세를 지속했다.	0	1	2	0
이 법에 따르면 행정규제는 최소한의 범위 안에서 가장 효과적인 방법으로 객관성·투명성·공정성이 확보되도록 설정해야 한다.	1	1	2	1
＂발바닥 색깔이 표시되어 있는데 이건 어떤 의미인가요?＂	2	1	2	1
인구 고령화에 따라 근래 관심이 늘어나는 질병중 하나가 있습니다.	2	1	2	1
왓슨 포 온콜로지는 300개 이상의 의학저널, 200개 이상의 의학교과서, 1500만 페이지에 달하는 의료정보, 치료 가이드라인을 분석해 환자별 최선의 치료법을 제안하는 솔루션이다.	0	1	2	1
2018년에는 GS칼텍스 매경오픈 챔피언 박상현이 시즌 3승을 거두면서 7억9006만원을 벌어 국내 남자골프 사상 최고 상금액을 경신했다.	0	1	2	0
이제 국가의 운명과 기업의 생멸은 핵심 역량인 유연성과 창의성을 발휘하여 혁신할 수 있느냐에 따라 갈린다.	0	1	2	1
채굴자들은 채굴 과정 중 일부 채굴 보상을 자신이 후원하고 싶은 프로젝트에 직접 기부한다.	0	1	2	1
그러나 자신이 진짜로 100세까지 산다면 누구의 보살핌을 받게 될지 걱정할 수도 있을 것이다.	3	0	0	2
＂이 잔치국수도 남편이 연애 때부터 만들어 준 건데 진짜 자주 먹었거든요.＂	2	1	2	0
＂혈전 알리는 신호 두 번째는 ＇팔과 다리에 힘이 빠진다＇입니다.＂	2	1	2	1
＇골프계의 미스터리＇로 불릴 정도로 우즈는 유독 이 코스에만 오면 작아졌다.	0	1	2	0
지원비를 학부모에게 지급하고서는 유치원에 반환 명령을 할 수 있게 한 것은 지원금의 성격을 오인한 결과이자 잘못된 방법으로 정부가 사립유치원을 통제하기 위한 수단일 뿐이다.	1	1	2	1
＂홍** 엄지, 거의 한 그릇을 뚝딱 비우셨는데요.＂	2	1	2	0
＂거리가 늘다 보니 골프가 무척 쉬워졌습니다.＂	2	1	2	0
아베 신조 일본 총리가 자국을 방문한 도널드 트럼프 미국 대통령에게 베푼 ＇오모테나시(극진한 접대)＇가 화제다.	0	1	2	1
카나브는 지난해 11월 러시아에서 판매 허가를 획득했고 2017년 1분기 중 발매될 예정이다.	3	0	2	2
글로벌 경기가 둔화될수록 중국 눈치를 더 많이 보게 될 것이다.	1	0	2	2
미국의 상위 1% 가정은 아이를 엘리트로 키우려고 중산층보다 13억원 정도를 더 쓴다.	0	1	2	1
유튜버 ＇부자회**＇님의 영상을 보고 현재 시장을 새로운 관점으로 보게 됐습니다.	2	1	2	0
서울대병원 소아정신과 김붕년 교수는 `국내 ADHD 환자 수는 서울시 소아청소년광역정신건강센터 조사에 의하면 보수적으로 보아도 40만명 이상으로 추정되지만 실제 치료를 받고 있는 환자 수는 심사평가원 자료를 보면 6만명이 채 안된다`고 말했다.	0	1	2	0
이진수 국립암센터 원장은 ＂지재권 전략위원회 출범은 지난 2008년에 체결한 식약청과의 업무협력약정(MOU)에 이어, 가교적 글로벌 항암 신개발 사업을 본격적으로 추진하기 위한 발판이 될 것＂이라고 말했다.	3	1	2	0
낙태죄 완전 폐지를 반대하는 사람들이 주장하는 임신 주수에 따른 규제, 사회적·경제적 사유의 고려, 상담 의무화 등은 낙태죄가 완전히 폐지되고 난 후에 형벌 이외 규제를 만들어 나가면서 고려해야 할 사유들일 뿐이다.	1	1	2	1
＂그냥 김밥이 아니라 바다 건너 기차 타고 여기까지 힘겹게 온 김밥이에요.＂	2	1	2	1
목 대표는 앞으로 연기금 대상 영업에 주력해 수탁액을 늘리겠다고 밝혔다.	0	1	2	0
재건축초과이익환수제 등 잇따른 정비 사업 규제로 서울 재건축, 재개발 사업이 지연되면서 신축 전세 물량 공급이 줄어들 가능성이 커졌다.	3	1	2	2
맨손으로 시작해 수조 원의 재산을 일군 거부였지만 일생을 소박하게 살았다.	0	1	2	0
변호사법은 변호사를 공공성을 지닌 법률전문직이라고 규정하고 있다. 	0	1	2	1
우리에게 정말로 소중한 것들은 보이지 않기 때문이다.	1	1	1	1
다른 아이들은 이미 오래전부터 영어 학원을 다녔지만 우리 아이는 뒤늦게 영어 학원에 가서 적응이 쉽지 않을 것이다.	3	0	1	2
먼저, 평소의위생관리, 좋은 음식, 무리하지 않는 꾸준한 운동, 적합한 수면, 대사활동으로 인한 원활한 배출, 심신의 안정으로 마음 관리 등이 수반되어야 한다.	1	1	2	2
그래서 나는 30년 넘게 이코노미스트지 기자였던 에드먼드 포셋의 통찰을 빌리려 한다.	0	1	0	1
우리나라는 사회시스템에 대한 신뢰도가 높은 편이 아니다.	0	1	1	1
반면 대조군 35명에게는 동일한 의사가 금연에 대한 3분 정도의 짧은 권고 및 조언을 했다.	0	1	2	0
＂열 반찬 안 부러운 도라지소박이 비법을 지금 바로 알려 드릴게요.＂ 	2	1	2	1
＂잠깐만요, 광어회를 사서 집에서 먹긴 하는데 광어 요리를 해서 먹은 적은 없거든요.＂	2	1	1	1
＂아닙니다, 연두부를 미리 살짝 데치면 응고가 되면서 약간 단단해지거든요.＂	2	1	2	1
올해도 큰 트렌드에는 변화가 없을 것으로 보인다.	3	1	2	1
100년에 불과한 보험 역사지만 실제 우리 민족은 더 오랜 세월을 보험과 함께했다.	0	1	2	0
이 무렵에 인파당 축흥스님이 영도사를 동쪽으로 몇 리 떨어진 지금의 자리로 가람을 옮겼다.	0	1	2	0
먼저 드는 생각은 와인의 깊은 지식과 그에 대한 설명으로 무던히 딱딱하고 지루하지 않을까이다.	1	0	2	1
그러나 현재는 다양한 혁신적인 아이디어들이 국내 거래소에 직접 상장하지 못하고 있는 현실이다.	0	1	2	1
8월 15일 아프간 체류 미국인의 대피가 제대로 시작되기도 전에 탈레반은 카불의 대통령궁을 접수했다.	0	1	2	0
주변에 진심 어린 우정을 나눌 수 있는 친구를 두고 있다면 일단 그와의 인간 관계 측면에서 오케이 사인을 받을 수 있겠다.	1	1	2	2
바이든 대통령도 ＂고물가에 맞서 쓸 수 있는 모든 수단을 쓰고 있지만 미국인들의 살림이 장바구니 물가로 스트레스를 받고 있다＂고 인정했다.	0	1	2	0
범정부기관들과 집권당이 추진하는 ＇공정경제 성과 조기 창출 방안＇의 일환이다. 	0	1	2	1
이수영 경영자총협회장은 ＂정부는 기업 투자가 고용 확대로 이어질 수 있는 여건을 마련하고 노동시장 유연성을 높이는 등 종합적 일자리 대책을 마련해야 한다＂고 주문했다.	0	1	2	0
아직은 불안정하지만 다가오는 미래에 대중화 예정인 자율주행 스마트 무인자동차도 우리가 뉴스에서 자주 접하는 군용 무인항공기가 시작점이라고 할 수 있다.	0	1	2	2
매년 수백만 명의 청중이 객석과 TV로 지켜보는 가운데 열리는 70년 전통의 빈 필하모닉 신년음악회, 2011년 1월 1일 무지크페라인에서의 공연을 음반으로 만난다.	0	1	2	0
＇잘 봐달라＇는 부탁인지라 ＇빽＇을 통하는 경우가 많을 수밖에 없으니 더욱 그렇다.	1	1	1	1
`달걀은 2개를 풀고요.`	2	1	2	1
맹자의 지언을 질문으로 바꿔보자.	2	1	2	1
또 세계 곳곳에서 코딩(Coding) 교육 관련 지원 캠페인도 진행 중이다.	0	1	2	1
주차는 입구 소공원 주차장을 이용할 수도 있고, 신흥사 유물전시관 주차장까지 들어갈 수도 있다.	0	0	2	1
5일 저녁 자식처럼 돌보던 소가 구제역에 걸린 것으로 의심되는 바람에 10마리가 도살처분 당하는 아픔을 겪은 김모(54)씨는 이날 ＂구제역에 걸릴 것이라고는 생각하지도 못했다. 한마디로 날벼락을 맞은 기분＂이라며 방역 당국의 허술한 대응에 불만을 쏟아냈다.	0	1	2	0
앞으로 어떻게 전략을 짜야 할지 그림이 그려졌다.	0	1	2	0
＂꾸준히 계속하시면 당뇨 합병증 걱정 없는 수치까지 내려올 것으로 보여요.＂	2	1	2	1
국익을 위한 무역협상을 역설했지만 트럼프 대통령 머릿속은 2020년 대통령 선거에서의 승리를 그리고 있다.	0	1	2	1
정부는 내년부터 10년간 매년 1조원의 지방소멸대응기금을 투입하고 이와 별도로 52개 총 2조5600억원 규모 국고보조사업도 벌인다.	0	1	2	2
＂그러더니 어깨까지 같이 아프기 시작했고, 오랫동안 의자에 앉아 있으면 팔까지 저릴 정도입니다.＂	2	1	2	1
갑상선암은 내분비기관 암 중에서 가장 흔한 암이다.	0	1	2	1
일부 대기업에서 제기하는 특혜성 주장도 터무니없다.	1	1	2	1
두세 달 전까지는 코로나 사망 환자는 가족들이 얼굴도 못 보고 화장터에서 시신을 인계받는 비극적인 일들이 있었다.	0	1	2	0
내년 대선을 앞두고 정치 개혁 공약으로 국민소환제가 다시 부상하고 있다.	0	1	2	1
＂돼지고기에 풍부한 단백질B가 근육이 만들어지는 과정에서 도와주는 역할을 해요.＂	2	1	2	1
과거 산업혁명의 과정에서 가장 중요한 부분은 소비자의 ＂대량생산 요구＂에 있다.	0	1	2	1
현재 두 나라는 개혁 현장에 투입할 핵심 인재를 육성하기 위해 청년과 여성의 교육 분야에 공격적으로 투자하고 있다.	0	1	2	1
지난해에는 실패한 일들도 있었지만 그렇다고 앞으로 또 좌절할 수는 없다.	1	1	1	1
소프트포럼은 시중은행 등에서 이용하고 있는 공개키 기반구조(PKI)의 본인 인증 및 거래 확인용 웹 보안 프로그램 ＇제큐어웹(Xecure Web)＇을 리눅스와 맥 버전으로 개발한 것이다.	0	1	2	0
인구 수의 경우, 1910년 1312만명에서 2008년 4860만명으로 4배 가까이 증가했으므로 주택 공급이 인구 증가보다 빠르게 이뤄졌음을 보여준다.	0	1	2	1
5년 안에 뭔가 만들어야 한다는 것은 생각조차 하지 말자.	2	1	2	1
선발조건이 까다로운 만큼 공군 조종사로서 발휘할 수 있는 최고의 기량을 갖추고 있다.	0	1	2	1
그러다가 어머니 무릎을 베고 잠이 들기도 했다.	1	1	2	0
코로나19로 인해 거리 두기가 장기화 되면서 재택 근무를 택하는 회사들은 점점 늘어나고 있다.	1	1	2	1
끝으로, 과거의 ＇갑을＇ 관계로 대변되는 협력업체와의 수직적 계열화 관계를 수평적 협업 관계로 전환하면서 고객과 시장을 중심으로 한 동적 가치사슬로 변모해야 한다.	1	1	2	2
26일 새벽 4시 30분(이하 한국시간) 칠흑같이 어두운 밤이 가시지 않은 시각, 북위 31도6분 동경 122도30분 상봉장소에 나타난 중국의 도선사인 산밍함(FF524)에서 무선 연락이 왔다.	1	1	2	0
비슷한 성향의 또 다른 친여 신문은 한 줄도 쓰지 않았다.	0	1	1	1
서양에서는 일찍이 3세기 그리스 아테네에서 이미 돈을 주고 책을 읽었다는 기록이 있다.	1	1	2	1
1974년부터 1978년 말까지 푸에르토리코에서 천문망원경으로 1만5000광년 떨어진 전파펄스쌍성을 관측해 간접적으로 중력자의 존재를 확인했습니다.	2	1	2	0
15분간의 낮잠으로도 오전 중에 쌓인 피로를 말끔히 풀고 오후를 활기차게 보낼 수 있다.	1	1	2	2
식당에서 서비스를 받는 동안 불만족스러운 상황이 발생할 것이다.	3	0	1	2
경제적 혼란도 초래할 것이며 사람들의 실직과 더불어 경제도 불황으로 매우 어려울 것이다.	3	0	1	2
＂참기름만 많이 넣을 경우 소고기 본연의 고소한 향을 느끼기 어렵기 때문에, 향이 강하지 않은 식용유와 함께 사용하는 게 좋아요.＂	2	1	2	1
`경기도 여주는 알고 있어도 이게 무슨 채소에요?`	2	1	0	1
어차피 평점 부여 방식의 엄밀함이 아니라 호불호라면 복잡하게 5점이냐, 4점이냐, 1점이냐, 2점이냐를 고민할 것 없이 호불호로 평가하면 충분하기 때문이다.	1	1	2	1
`두부와 된장을 섞는 건가요?`	2	0	0	1
살인적인 스트레스와 일정을 견뎌낸 비결이다.	1	1	2	1
지난해 8월 삼성그룹 경영권을 승계하는 과정에서 배임과 조세포탈 등의 혐의가 있다며 징역 3년, 집행유예 5년 형을 확정받은지 넉 달여 만이다.	0	1	2	1
`혈관 독소 이기는 향긋한 취나물 샐러드가 완성되었습니다.`	2	1	2	0
기준금액을 초과한 비용에 대한 적격증빙이 없으면 거래금액의 2% 가산세를 지불해야 한다.	0	1	2	2
＇단 한 사람도 뒤처지지 않게 하라(Leave no one behind)＇는 SDG 슬로건 아래 전 세계 검사들이 기본 및 전문 분야의 교육을 골고루 제공받아 역량을 상승시켜 보다 바르고 충실하게 임무를 수행하면, SDG 16.3의 실현은 물론 인류의 지속가능한 평화와 번영에도 힘을 보탤 수 있을 것으로 기대한다.	1	0	2	2
요사이 중국 사업은 그야말로 지뢰밭이다.	1	1	2	1
이케부쿠로의 야마다전기 매장을 사례로 들면 매출이 9만9600엔으로 줄고 부채는 3만3200엔이 되는 셈이다. 	1	1	2	1
＂정말 쉽습니다, 지금 TV 보고 계신 분들도 바로 그 자리에 앉아서 따라 하실 수 있어요.＂	2	0	2	2
민간 기업까지 경쟁에 뛰어든 마당에 우주는 최첨단 무기들의 격전장으로 변해갈 가능성이 크다.	1	1	2	1
김영하, 김정운, 김난도, 폴김 등이 출연해 책, 공간, 트렌드, 교육을 주제로 한 사회적 이슈를 조망하고 이야기했다.	0	1	2	0
또한 40대 이상의 중년층에서도 여드름 발생률이 꾸준히 증가하고 있는 것으로 나타나 여드름이 더 이상 10대의 전유물이 아니라 나이를 불문한 피부 트러블임을 짐작할 수 있다.	1	1	2	1
＂유방의 혹을 예방할 수 있는 식재료, 과연 어떤 것일지 확인해보겠습니다.＂	2	1	2	2
하얏트호텔 옆에 위치하며 남산 산책로 및 공원에 인접해 있으며 고급 단독 주택 주변의 유일한 고급빌라이다.	1	1	2	1
이것이 바로 문화의 힘이다.	0	1	2	1
앞으로 로봇 시대가 예견되지만, 로봇이 모든 것을 대신한다는 것은 매우 어려울 것이다.	3	0	1	2
남북관계 개선, 군사적 긴장 완화, 평화체제 구축이 잘 기술돼 있지만 이번 정상회담에서 진전을 봐야 했을 핵 문제는 그 중요성을 드러내지 못했다.	0	1	1	0
＂전 정말 깜짝 놀랐어요.＂	2	1	2	1
서울시는 이 공사를 6월 말에는 완료할 수 있을 것으로 예상하고 있다.	3	1	0	2
금감원의 옹고집은 도대체 누구를 위한 것인지 의심스럽다.	0	1	2	1
국내 경영학계 거두인 윤석철 한양대 석좌교수는 그의 저서 ＇경영, 경제, 인생 강좌 45편(2005년 출간)＇에서 이를 ＇기업의 생존부등식＇이라고 정의했다.	0	1	2	0
더구나 만화사 연구의 역사가 일천하다 보니 만화사에 대한 각양각색의 가설들이 존재한다. 	1	1	2	1
`허리 통증은 진짜 만만한 아이가 아니에요.`	2	1	1	1
중년뿐 아니라 10년 뒤 인생 후반전을 어떻게 맞이해야 할지 고민하는 100세 시대 ＇예비 퇴사자＇인 3040세대에게도 자기만의 해답을 찾을 수 있도록 도와줄 것이다.	0	0	0	1
＂골다공증으로 진행되면 척추가 작은 충격에도 골절이 되거나, 등이 많이 굽게 되면 충격 없이도 압박 골절이 일어날 수도 있습니다.＂	2	0	2	2
류승완 감독(40)은 지난해 삭발을 했다.	1	1	2	0
＂부아메라 오일은 이렇게 단호박 죽뿐만 아니라 두고두고 다양한 요리에 활용할 수 있으니까요.＂	2	1	2	2
사실 이런 앱의 중요성은 반려동물 상태를 정기적으로 확인하도록 자극하는 데 있다고 봐도 좋다.	1	1	2	1
가족끼리의 안부를 서로 알 수 없을 것이다.	3	0	1	2
＂그리고 저는 양파랑 피망을 준비했지만 대파나 방울토마토 등 집에 있는 채소 취향대로 넣으시면 됩니다.＂	2	1	2	2
＂하루 채소 섭취 권장량인 350g을 드시면 됩니다.＂	2	1	2	1
지방에는 건폐율이 낮은 단지가 여럿 있다.	0	1	2	1
`이 구멍이 커질수록 골밀도가 낮아져서 골다공증이 되는 거죠.`	2	1	2	2
이전까지는 중국의 모든 토지는 국가에 의해 독점, 관리되어 부동산 시장 자체가 없었습니다.	2	1	1	0
정치권은 ＇데드 크로스＇보다 대선후보 지지율 ＇골든 크로스＇에 관심이 쏠려 있다.	0	1	2	1
글로벌 금융 위기 속에서 세계 경제 회복을 주도했던 중국 경제가 새로운 리스크로 등장했다.	0	1	2	0
권기섭 근로감독정책단장은 ＂주52시간 한도 위반이 있었던 사업장도 일부 노동자가 일시적 또는 성수기 등 일부 기간에 초과하는 사례가 많았던 점을 감안했을 때 기업들은 노동 시간 관리 강화, 신규 채용, 근무체계 개편 등 노력을 기울였다＂며 ＂현재 추진 중인 특별연장근로 인가 사유 확대와 국회에서 검토 중인 탄력근로법안 등 제도 개선이 이뤄지면 현장에서 겪고 있는 어려움 중 많은 부분이 해소될 것으로 예상된다＂고 말했다.	0	1	2	0
CJ, GS 등 6개 투자사로부터 시리즈A 단계에서 330억원의 투자금도 유치했다.	1	0	2	0
그래서 수영장이 있는 호텔을 알아볼 것이나 수영장이 있는 호텔은 비쌀 가능성이 높다.	3	0	0	2
＂왜 이제까지 사 먹었나 싶을 정도로 허무하네요.＂	2	1	2	1
물론 어렸을 때부터 예술을 가까이 할 수 있는 교육제도이며 사회 분위기도 새로이 일어나면 좋겠다.	1	1	2	2
다만 비례대표 47석 전체(국회의원 정수 300명은 지역구에서 선출되는 253명과 비례대표제로 선출되는 47명)가 아닌 30석에 ＇캡(cap)＇을 씌워 연동률 50%를 적용하고, 나머지 비례대표 의석인 17석은 기존 방식처럼 정당 득표율에 따라 단순 배분하는 방식을 따르게 됩니다.	2	1	2	1
또한 장기적인 신용 거래에 지장을 받을 것이다.	3	0	1	2
모순적인 것은 노동자 1만명당 산재 사고 사망자 수를 가리키는 ＇사고 사망 만인율＇은 우리가 이들 국가보다 높게 나타난다는 점이다.	0	1	2	1
＂양념이 꾸덕꾸덕해야 낙지에 착 붙어 있고, 밥에 비벼 먹어도 맛있더라고요.＂	2	1	2	0
강릉 경포에서의 일출은 동해안 여행의 백미다.	1	1	2	1
삼성 계열사들이 성일하이텍 투자를 늘린 데는 이유가 있다.	0	1	2	1
100대 방산기업 중에 5개, 10위 안에 3개가 들어가 있는 중국 방산기업의 총 매출 규모는 660억 달러로 미국 다음으로 많은 매출을 올렸다.	0	1	2	0
＂낱개로 랩을 감싼 다음 비닐봉지에 넣어 냉장 보관하시면 오래오래 신선한 참외를 즐길 수 있습니다.＂	2	0	2	2
＂그러기 때문에 혈당지수가 낮은 좋은 식재료를 더 건강하게 조리하는 것도 당뇨병 관리에 핵심이라고 할 수 있습니다.＂	2	1	2	2
운전 중 집중력이 감소할 것이다.	3	0	1	2
`속 기미는 진피층까지 깊게 있는 기미입니다.` 	2	1	2	1
적의 전투기를 격추시켜야 한다는 일념으로 패트리어트, 나이키, 신궁, 미스트랄, 천궁, 호크 등의 미사일과 각종 대공포를 운용하며 적의 다양한 공중 위협으로부터 대한민국 영공을 완벽히 수호할 수 있도록 빈틈없는 대비태세를 유지한다.	0	1	2	1
＂와, 여기서 수면다원검사를 하나 봐요.＂	2	1	2	1
＂다음 요리는 두부토스트예요.＂	2	1	2	1
사람은 자신과 비슷한 사람을 좋아한다.	0	1	2	1
자외선 대책은 여름이 아니라 봄부터 철저해야 한다.	1	1	2	1
관련 법이 계속 바뀌면서 혼란이 가중된 데다 형평성에 어긋나는 안전모 미착용 범칙금, 강도 높은 즉시 견인 조치까지 겹치며 정상적인 서비스를 제공하기 어려워졌다고 판단했기 때문이다.	1	1	2	0
하지만 이 합의안은 조합원 찬반투표에서 약 80%의 반대로 부결됐고 이후 다시 노조는 투쟁에 돌입해 소모전을 이어왔다.	1	1	2	0
＂오, 그렇게 염지를 하면 갈치 살이 안 부서지는 건가요? ＂	2	0	1	2
`바로 무 100g입니다.`	2	1	2	1
이러한 문제들의 심각성을 깨닫지 못하면 경제 상황은 점점 나빠질 것이다.	3	0	1	2
＂그 방법은 바로 고기 결의 직각 방향으로 써는 것입니다.＂	2	1	2	1
혈맹이자 후원국이라는 중국의 체면이 말이 아니다.	0	1	1	1
주로 온라인을 통한 교육이 영향받을 것이다.	3	1	2	2
금융권에서는 하나금융지주가 인수를 위한 실사를 마치고 단독으로 입찰에 참여해 최종 인수협상을 진행 중이다.	0	1	2	1
또 수도권 북부지역과 남북교역에 대비해 파주에 수도권북부 물류기지를 건설하기로 했다.	3	1	2	0
그러면 몸이 회복되고 아기 돌보기가 훨씬 수월해진다.	1	1	2	1
또한 이런 관심은 잠깐 반짝하며 사라진 것도 아니었다.	0	1	1	0
미국은 제도를 도입하면서 시가총액 7500만달러 미만의 기업에 대해서 감사의무를 유예했다.	0	1	2	0
국제예비심사는 문자 그대로 예비심사 즉, 참고자료에 불과하지만 가장 중요한 특허요건인 신규성과 진보성 등에 관한 구체적인 판단을 받을 수 있는 절차다.	0	1	2	1
FATF는 각국에 대한 상호평가를 통해 자금세탁·테러자금 조달방지에 관한 국제기준의 실질적인 이행여부를 확인하고 글로벌 정책공조를 촉진한다.	0	1	2	1
약 400억원의 제작비가 투입된 이 작품은 1986년 앙굴렘 국제만화제에서 대상을 받은 프랑스 SF만화를 원작으로 제작됐다.	1	1	2	0
＂다들 우엉콩나물무침 드셔 보셨어요?＂	2	0	2	0
물론 이런 외형적 실적은 높이 평가할 만하다.	1	1	2	1
당시 일본의 경제 부흥이 오로지 회취법을 받아들인 것 때문이라고 보기도 어려울 것이다.	1	0	1	1
10일 상오 7시쯤 서울대 교내에서 면학 분위기를 조성하기 위한 ＇우리들의 외침을 정리하자＇는 제목의 유인물 1200여 장이 발견됐다.	1	1	2	0
＂보통 전기장판 저온이나 1단으로 맞추면 딱 좋습니다.＂	2	1	2	1
＂따라서 전문의와 상의 후 병원에서 약물치료를 받는 것이 원칙입니다.＂	2	1	2	1
탁월한 입지 덕분이다.	0	1	2	1
그는 ＂대학 수입구조 다변화를 위한 깊은 연구가 있어야 한다.＂고 덧붙였다.	1	1	2	0
＂갑자기 궁금한 게 있는데 왜 우리가 체하면 엄지손가락을 따잖아요.＂	2	1	2	1
역사 속으로 사라진 세조와 크낙새가 광릉 숲의 또 다른 훼손으로 분노할까 두렵다.	1	1	2	1
이를테면 인사 실명제 같은 그런 구도다.	0	1	2	1
사람들은 그녀가 약국을 매일 가는 것을 보고 약국을 운영한다고 생각했지만, 사실이 아닐 것이다.	3	0	1	1
아니 고객 가치를 추구하면 당연히 해야 할 일들이 바로 ＇ESG＇다.	1	1	2	1
진보를 표방한 문 대통령에 대해 취임 초 90%에 육박하는 지지를 보냈던 20대의 이 같은 ＇이반＇ 현상은 어떻게 해석할 수 있을까.	2	1	0	0
돈을 많이 벌려면 장사를 하는 것이 좋을 것 같았다. 	1	1	2	0
이런 걸 생각해냈던 당시 우리 정부도 참 대단했다는 생각이 듭니다.	2	1	1	1
그러나 인공치아의 뿌리를 잇몸 뼈에 이식한 후 자연스럽게 붙기를 기다리는데 시간이 필요하기 때문에 완벽하게 끝내는 데에만 평균 6개월~1년이 소요되는 단점이 있다.	1	1	2	1
둘레 4km에 이르는 이 바위를 바람이 파고들며 지나갈 때 거대한 울음 소리, 우는 소리가 들린다는 사실에서 우는 산, 울산바위라 칭하게 되었다는 말이다.	0	1	2	1
자신 있게 섀도 캐비닛이라도 내놓으면 좋겠다.	1	1	2	2
성장이 지상 명제로 언급될 때 기업은 고객에게 제공해야 할 가치는 망각하고 이미 거대해진 시스템의 효율성에만 집착하기 때문이다.	1	1	2	1
노산의 왕비 송 씨가 관비가 되니 신숙주가 여종으로 삼으려 했다.	0	1	2	0
＂맞아요, 그런 이유도 있어요.＂	2	1	2	1
곧 왜군이 뒤쫓아왔고 더 이상 도망칠 수 없음을 깨달은 우후는 검으로 자신의 배를 관통시켜 죽었다.	0	1	2	0
배 군이 작은 배를 띄우고 작대기로 크게 소리를 내니 누치가 여울을 거슬러 올라왔다.	0	1	2	0
회계기준 등 문제로 2조원대로 평가받는 푸르덴셜생명을 혼자 인수하기는 쉽지 않을 것으로 예상된다.	3	0	2	2
조직을 파괴하는 것이 아니라 재생과 순환을 목표로 하는 한방성형은 환자의 건강에 가장 중요한 가치를 두고 있어 안전과 미적인 욕구를 동시에 채울 수 있으며 시술 후 만족감 역시 매우 높다.	1	1	2	1
삼양사의 친환경 투명 난연 PC의 월등한 난연성이 공식적으로 입증된겁니다.	2	1	2	0
국내에서 흔하디 흔한 공공기관 사장 하나 임명하듯 국제기구 고위직도 ＇낙하산＇으로 내려보내면 된다고 생각했을 뿐이다.	1	1	2	0
2년 반 전에 예기치 못한 바이러스와의 전쟁은 팬데믹 거품을 만들어냈다.	0	1	2	0
물론 누가 그 자리에 있더라도 도왔겠지만 B가 조금의 머뭇거림 없이 재빨리 손을 내미는 장면은 어쩐지 내 마음을 흔들었다.	1	1	2	0
10대, 20대에 취업과 사회 진출을 위해 열심히 노력했던 것처럼 이제는 40대, 50대에 다시 한번 인생 후반전을 위한 준비를 더 착실히 해야 한다.	1	1	2	1
기업 활력과 재정 개혁으로 부국을 만들겠다는 대처나 마크롱과 대조적이다.	0	1	2	1
하지만 국회가 공전하면서 대부업법 개정안의 국회 통과가 지연돼 신년 초 대부계약은 이자율 상한을 적용받지 않게 됐다.	0	1	1	0
바뀌지 않은 것은 대통령과 권력기구 관계다.	0	1	2	1
넓은 땅, 공항에서 가까운 입지 조건, 사유지나 주택이 많지 않아 보상금 등의 비용 절감, 서울 서부권 개발 요구 등이 맞물려 최적지가 된 것이다.	0	1	2	0
`흔히들 천식을 폐가 아픈 거라고 생각하는데요.`	2	1	2	1
아동학대는 절대 일어나서는 안 될 것이다.	3	0	1	1
두 번째는 수출 측면이다. 	0	1	2	1
그것을 제도화시키면 더 좋은 일이다.	1	0	0	2
또 올해부터 정규직 5만원, 비정규직 10만원씩 통근비를 인상하기로 했고 보육수당도 기존 39만원에서 46만원으로 올리기로 했다.	0	1	2	0
오스템임플란트 주주 2만명은 새해 벽두부터 날벼락을 맞았다.	0	1	2	0
